시군명,발생년도,발생일자,주야구분명,사고요일,사고유형_대분류,사고유형,법규위반내용,도로형태_대분류,도로형태,당사자1_대분류,당사자1_차종,당사자2_대분류,당사자2_차종,사망자수,중상자수,부상자수,부상신고자수,경상자수,WGS84위도,WGS84경도
양주시,2012   ,2012-12-05 06시,주간,수요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,없음,없음,1,0,1,0,0,37.72344367,126.99547413
화성시,2012   ,2012-12-04 15시,주간,화요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1,0,1,0,0,37.21646246,127.03714614
양주시,2012   ,2012-12-04 14시,주간,화요일,차대사람,횡단중,신호위반,교차로,교차로내,건설기계,건설기계,보행자,보행자,1,1,2,0,0,37.81701878,126.98722567
안양시,2012   ,2012-12-04 11시,주간,화요일,차대차,측면충돌,신호위반,교차로,교차로내,원동기장치자전거,원동기장치자전거,승용차,소형,1,0,1,0,0,37.42487799,126.90547453
용인시,2012   ,2012-12-04 09시,주간,화요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로내,화물차,소형,보행자,보행자,1,0,1,0,0,37.23308986,127.20877246
안성시,2012   ,2012-12-04 01시,야간,화요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,없음,없음,1,0,1,0,0,37.08518207,127.48889473
이천시,2012   ,2012-12-03 23시,야간,월요일,차량단독,공작물충돌,안전운전 의무 불이행,교차로,교차로부근,승용차,소형,없음,없음,1,0,1,0,0,37.27502855,127.4509106
용인시,2012   ,2012-12-03 22시,야간,월요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1,0,1,0,0,37.2332138,127.21153398
고양시,2012   ,2012-12-03 20시,야간,월요일,차대사람,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1,0,1,0,0,37.65493736,126.77337428
성남시,2012   ,2012-12-03 05시,야간,월요일,차대차,주정차중 추돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,소형,승합차,대형,1,0,1,0,0,37.41962821,127.1536809
광주시,2012   ,2012-12-02 19시,야간,일요일,차대차,측면충돌,중앙선 침범,단일로,기타단일로,승용차,중형,화물차,소형,1,1,2,0,0,37.34882,127.21244715
고양시,2012   ,2012-12-02 18시,야간,일요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,보행자,보행자,1,0,1,0,0,37.72525346,126.84321226
파주시,2012   ,2012-12-01 18시,야간,토요일,차대차,주정차중 추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,화물차,소형,1,0,1,0,0,37.85979992,126.76820736
남양주시,2012   ,2012-12-01 15시,주간,토요일,차대차,기타,안전운전 의무 불이행,교차로,교차로부근,화물차,소형,화물차,대형,1,0,1,0,0,37.63324089,127.20680996
파주시,2012   ,2012-12-01 01시,야간,토요일,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,화물차,중형,1,0,1,0,0,37.75169591,126.80054669
안산시,2012   ,2012-11-30 10시,주간,금요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,보행자,보행자,1,0,1,0,0,37.3249562,126.80382186
수원시,2012   ,2012-11-29 14시,주간,목요일,차대차,측면충돌,중앙선 침범,단일로,기타단일로,자전거,자전거,승합차,소형,1,0,1,0,0,37.24894565,127.01825235
화성시,2012   ,2012-11-29 12시,주간,목요일,차량단독,기타,안전운전 의무 불이행,교차로,교차로내,이륜차,소형,없음,없음,1,0,2,1,0,37.19001444,126.84576982
남양주시,2012   ,2012-11-29 01시,야간,목요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,없음,없음,1,0,1,0,0,37.59635908,127.19661225
여주시,2012   ,2012-11-27 20시,야간,화요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1,0,1,0,0,37.42198878,127.47112405
포천시,2012   ,2012-11-27 17시,주간,화요일,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승용차,소형,화물차,대형,1,0,2,0,1,38.00840288,127.22885627
광명시,2012   ,2012-11-27 15시,주간,화요일,차대차,측면충돌,안전운전 의무 불이행,교차로,교차로내,승용차,중형,자전거,자전거,1,0,1,0,0,37.44894037,126.88357734
안성시,2012   ,2012-11-27 10시,주간,화요일,차대차,측면충돌,안전거리 미확보,단일로,기타단일로,자전거,자전거,승합차,대형,1,0,1,0,0,36.99826018,127.16432241
고양시,2012   ,2012-11-27 06시,주간,화요일,차대차,진행중 추돌,신호위반,교차로,교차로내,화물차,중형,화물차,소형,1,0,1,0,0,37.66688097,126.81264797
수원시,2012   ,2012-11-26 09시,주간,월요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로내,승합차,중형,보행자,보행자,1,0,1,0,0,37.29817757,126.97129432
이천시,2012   ,2012-11-25 00시,야간,토요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로내,화물차,소형,보행자,보행자,1,0,1,0,0,37.27556507,127.44140137
구리시,2012   ,2012-11-24 15시,주간,토요일,차대사람,보도통행중,보행자 보호의무 위반,교차로,교차로내,화물차,경형,보행자,보행자,1,0,1,0,0,37.59788642,127.14327268
안성시,2012   ,2012-11-24 04시,야간,토요일,차대차,주정차중 추돌,안전운전 의무 불이행,단일로,기타단일로,승합차,대형,승용차,소형,5,1,6,0,0,37.06132127,127.13572242
부천시,2012   ,2012-11-23 23시,야간,금요일,차량단독,공작물충돌,안전운전 의무 불이행,교차로,교차로내,이륜차,중형,없음,없음,1,0,1,0,0,37.52225148,126.79259992
파주시,2012   ,2012-11-23 20시,야간,금요일,차대차,주정차중 추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,승합차,대형,1,0,1,0,0,37.84362518,126.74029435
포천시,2012   ,2012-11-23 06시,주간,금요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로부근,화물차,중형,보행자,보행자,1,1,2,0,0,38.01462678,127.24729994
김포시,2012   ,2012-11-23 05시,야간,금요일,차대사람,횡단중,안전운전 의무 불이행,단일로,횡단보도상,승용차,소형,보행자,보행자,1,0,1,0,0,37.62749616,126.71223054
광명시,2012   ,2012-11-21 22시,야간,수요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,자전거,자전거,보행자,보행자,1,0,1,0,0,37.47821232,126.87420978
광주시,2012   ,2012-11-21 20시,야간,수요일,차대사람,차도통행중,안전운전 의무 불이행,교차로,교차로부근,화물차,소형,보행자,보행자,1,0,1,0,0,37.39206662,127.2835223
광명시,2012   ,2012-11-21 03시,야간,수요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,소형,없음,없음,1,0,1,0,0,37.44177124,126.8794987
평택시,2012   ,2012-11-20 21시,야간,화요일,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,특수차,대형,1,0,1,0,0,36.98474558,126.87438712
고양시,2012   ,2012-11-20 19시,야간,화요일,차대사람,기타,안전운전 의무 불이행,교차로,교차로부근,승용차,소형,보행자,보행자,1,0,1,0,0,37.67132815,126.75249775
평택시,2012   ,2012-11-20 18시,야간,화요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1,0,1,0,0,36.98744939,126.86580243
용인시,2012   ,2012-11-20 07시,주간,화요일,차대차,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,화물차,대형,1,0,1,0,0,37.31936888,127.24256973
화성시,2012   ,2012-11-20 06시,주간,화요일,차대차,측면충돌,중앙선 침범,기타/불명,기타/불명,화물차,경형,건설기계,건설기계,1,0,2,0,1,37.2055205,126.87965769
남양주시,2012   ,2012-11-20 06시,주간,화요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로부근,승용차,중형,보행자,보행자,1,0,1,0,0,37.67193341,127.15293128
파주시,2012   ,2012-11-19 13시,주간,월요일,차대사람,횡단중,신호위반,단일로,횡단보도상,건설기계,건설기계,보행자,보행자,1,0,2,0,1,37.72423546,126.73981342
평택시,2012   ,2012-11-19 06시,주간,월요일,차대차,진행중 추돌,안전거리 미확보,단일로,기타단일로,승용차,소형,건설기계,건설기계,1,0,1,0,0,37.04088908,127.06693364
의정부시,2012   ,2012-11-18 23시,야간,일요일,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승용차,소형,승용차,소형,1,2,3,0,0,37.7364515,127.00653085
안성시,2012   ,2012-11-18 14시,주간,일요일,차대차,측면충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,이륜차,소형,1,0,1,0,0,36.98284599,127.15504145
가평군,2012   ,2012-11-18 05시,야간,일요일,차대사람,횡단중,안전운전 의무 불이행,단일로,횡단보도상,승용차,경형,보행자,보행자,1,0,1,0,0,37.73829449,127.41854354
화성시,2012   ,2012-11-17 15시,주간,토요일,차대차,측면충돌,안전거리 미확보,단일로,기타단일로,승용차,중형,승합차,대형,1,2,9,0,6,37.18279331,127.09581051
수원시,2012   ,2012-11-17 14시,주간,토요일,차대차,진행중 추돌,안전운전 의무 불이행,단일로,지하차도(도로)내,화물차,소형,화물차,대형,1,0,1,0,0,37.23509471,127.02358276
오산시,2012   ,2012-11-17 05시,야간,토요일,차량단독,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,중형,없음,없음,1,0,1,0,0,37.16797015,127.06662632
안산시,2012   ,2012-11-16 22시,야간,금요일,차량단독,전도전복,과속,단일로,기타단일로,승합차,대형,없음,없음,1,15,26,0,10,37.3016338,126.8862034
동두천시,2012   ,2012-11-16 20시,야간,금요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로내,화물차,경형,보행자,보행자,1,0,1,0,0,37.89261903,127.04858333
의왕시,2012   ,2012-11-16 06시,주간,금요일,차대차,정면충돌,중앙선 침범,교차로,교차로부근,승용차,중형,화물차,소형,1,2,6,0,3,37.36777086,126.96674071
용인시,2012   ,2012-11-15 10시,주간,목요일,차대차,측면충돌,안전운전 의무 불이행,교차로,교차로부근,화물차,소형,자전거,자전거,1,0,1,0,0,37.10757222,127.17898956
성남시,2012   ,2012-11-15 04시,야간,목요일,차대차,측면충돌,신호위반,교차로,교차로내,승용차,소형,화물차,중형,1,0,2,0,1,37.35001878,127.10874705
이천시,2012   ,2012-11-15 00시,야간,목요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,없음,없음,1,0,1,0,0,37.30153438,127.53601754
파주시,2012   ,2012-11-14 16시,주간,수요일,차량단독,전도전복,안전운전 의무 불이행,단일로,기타단일로,불명,불명,없음,없음,1,0,1,0,0,37.99021871,126.99928972
의왕시,2012   ,2012-11-14 16시,주간,수요일,차대차,주정차중 추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,대형,승합차,소형,1,8,9,0,0,37.38573516,126.99547523
양주시,2012   ,2012-11-14 11시,주간,수요일,차량단독,전도전복,안전운전 의무 불이행,단일로,기타단일로,화물차,대형,없음,없음,1,0,1,0,0,37.78574377,126.98733963
부천시,2012   ,2012-11-13 21시,야간,화요일,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,승용차,중형,1,0,1,0,0,37.50548369,126.74837306
안성시,2012   ,2012-11-13 15시,주간,화요일,차대차,정면충돌,중앙선 침범,단일로,기타단일로,화물차,대형,화물차,대형,1,1,2,0,0,37.04339928,127.41715535
포천시,2012   ,2012-11-12 21시,야간,월요일,차대사람,보도통행중,안전운전 의무 불이행,교차로,교차로부근,승용차,중형,보행자,보행자,1,0,1,0,0,37.84975874,127.16342061
파주시,2012   ,2012-11-12 13시,주간,월요일,차대차,정면충돌,신호위반,교차로,교차로내,승합차,대형,이륜차,소형,1,3,5,0,1,37.75409742,126.76854594
용인시,2012   ,2012-11-11 19시,야간,일요일,차량단독,전도전복,안전운전 의무 불이행,단일로,교량위,농기계,농기계,없음,없음,1,0,1,0,0,37.16537108,127.35207759
시흥시,2012   ,2012-11-11 09시,주간,일요일,차대차,측면충돌,안전거리 미확보,단일로,기타단일로,승합차,중형,승용차,중형,2,0,8,0,6,37.3691062,126.86818289
의정부시,2012   ,2012-11-11 07시,주간,일요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1,0,1,0,0,37.73444576,127.04336021
안산시,2012   ,2012-11-10 22시,야간,토요일,차대차,주정차중 추돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,소형,화물차,대형,1,0,1,0,0,37.28536663,126.85619247
용인시,2012   ,2012-11-10 18시,야간,토요일,차대사람,횡단중,과속,교차로,교차로내,승용차,중형,보행자,보행자,1,0,1,0,0,37.27944926,127.19113195
안산시,2012   ,2012-11-10 04시,야간,토요일,차대차,주정차중 추돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,중형,화물차,대형,2,0,2,0,0,37.30604389,126.86950082
이천시,2012   ,2012-11-10 01시,야간,토요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,대형,보행자,보행자,1,0,1,0,0,37.15480163,127.43838643
포천시,2012   ,2012-11-09 22시,야간,금요일,차량단독,전도전복,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,없음,없음,1,0,1,0,0,37.94725222,127.31321466
용인시,2012   ,2012-11-09 20시,야간,금요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1,0,1,0,0,37.24235875,127.18848722
동두천시,2012   ,2012-11-09 16시,주간,금요일,차대차,진행중 추돌,안전운전 의무 불이행,교차로,교차로부근,화물차,소형,자전거,자전거,1,0,1,0,0,37.90303886,127.04179717
안성시,2012   ,2012-11-09 02시,야간,금요일,차대차,주정차중 추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,승용차,소형,1,0,3,0,2,36.99385942,127.15429496
성남시,2012   ,2012-11-07 17시,주간,수요일,차대사람,횡단중,안전운전 의무 불이행,단일로,고가도로위,화물차,소형,보행자,보행자,1,0,1,0,0,37.43399982,127.13107554
김포시,2012   ,2012-11-07 03시,야간,수요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,보행자,보행자,1,1,2,0,0,37.70331348,126.56745086
파주시,2012   ,2012-11-06 23시,야간,화요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,대형,보행자,보행자,1,0,1,0,0,37.77391222,126.85077589
양주시,2012   ,2012-11-06 16시,주간,화요일,차량단독,공작물충돌,안전운전 의무 불이행,교차로,교차로부근,화물차,소형,없음,없음,1,0,1,0,0,37.86917911,127.05646909
성남시,2012   ,2012-11-06 14시,주간,화요일,차대사람,차도통행중,안전운전 의무 불이행,교차로,교차로내,건설기계,건설기계,보행자,보행자,1,0,1,0,0,37.44392022,127.12702487
안양시,2012   ,2012-11-06 05시,야간,화요일,차대사람,보도통행중,신호위반,교차로,교차로내,승합차,대형,보행자,보행자,1,0,1,0,0,37.39575647,126.91484442
남양주시,2012   ,2012-11-06 05시,야간,화요일,차대차,주정차중 추돌,안전운전 의무 불이행,기타/불명,기타/불명,승용차,경형,승용차,중형,1,0,1,0,0,37.6942876,127.21376116
여주시,2012   ,2012-11-05 11시,주간,월요일,차대차,측면충돌,안전운전 의무 불이행,교차로,교차로부근,화물차,경형,자전거,자전거,1,0,1,0,0,37.30277386,127.61409125
시흥시,2012   ,2012-11-05 09시,주간,월요일,차대사람,기타,안전운전 의무 불이행,교차로,교차로부근,승용차,소형,보행자,보행자,1,0,1,0,0,37.43884456,126.79329538
의정부시,2012   ,2012-11-05 00시,야간,월요일,차대사람,횡단중,과속,교차로,교차로부근,승용차,중형,보행자,보행자,1,0,1,0,0,37.70005804,127.05458599
용인시,2012   ,2012-11-04 06시,주간,일요일,차대차,기타,안전운전 의무 불이행,교차로,교차로부근,승용차,중형,승용차,중형,1,0,1,0,0,37.25507346,127.11094139
수원시,2012   ,2012-11-02 22시,야간,금요일,차대사람,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,보행자,보행자,1,0,1,0,0,37.28569732,126.95039863
광주시,2012   ,2012-11-02 17시,주간,금요일,차대차,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,화물차,중형,1,1,3,0,1,37.347446,127.19296496
남양주시,2012   ,2012-11-02 15시,주간,금요일,차대차,측면충돌,안전운전 의무 불이행,단일로,기타단일로,건설기계,건설기계,자전거,자전거,1,0,1,0,0,37.64650164,127.14220146
과천시,2012   ,2012-11-02 13시,주간,화요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,지하차도(도로)내,이륜차,중형,없음,없음,1,1,2,0,0,37.44637983,126.99558831
수원시,2012   ,2012-11-02 13시,주간,금요일,차대사람,횡단중,안전운전 의무 불이행,단일로,고가도로위,화물차,중형,보행자,보행자,1,0,1,0,0,37.25202323,127.01477096
남양주시,2012   ,2012-11-02 08시,주간,금요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,보행자,보행자,1,0,1,0,0,37.68953527,127.21281534
화성시,2012   ,2012-11-01 02시,야간,목요일,차대사람,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,대형,보행자,보행자,1,0,1,0,0,37.22293899,126.94197215
가평군,2012   ,2012-10-31 22시,야간,수요일,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승용차,소형,승용차,대형,1,3,4,0,0,37.89127664,127.54539003
평택시,2012   ,2012-10-31 18시,야간,수요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1,0,1,0,0,36.9893841,127.01192699
이천시,2012   ,2012-10-31 18시,야간,수요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로내,화물차,소형,보행자,보행자,1,0,1,0,0,37.11502816,127.61397779
오산시,2012   ,2012-10-31 16시,주간,수요일,차대차,측면충돌,신호위반,교차로,교차로내,화물차,대형,이륜차,소형,1,0,1,0,0,37.13582274,127.07828261
남양주시,2012   ,2012-10-31 13시,주간,수요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,중형,보행자,보행자,1,0,1,0,0,37.6173946,127.22142148
파주시,2012   ,2012-10-31 12시,주간,수요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로내,승합차,대형,보행자,보행자,1,0,1,0,0,37.73478995,126.80404235
여주시,2012   ,2012-10-31 11시,주간,수요일,차량단독,전도전복,안전운전 의무 불이행,단일로,기타단일로,농기계,농기계,없음,없음,1,0,1,0,0,37.35871441,127.51359586
성남시,2012   ,2012-10-31 08시,주간,수요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,보행자,보행자,1,0,1,0,0,37.43630096,127.12904086
안양시,2012   ,2012-10-30 21시,야간,화요일,차대사람,차도통행중,안전운전 의무 불이행,단일로,고가도로위,승용차,중형,보행자,보행자,1,0,1,0,0,37.36780768,126.95114416
김포시,2012   ,2012-10-30 10시,주간,화요일,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,대형,원동기장치자전거,원동기장치자전거,1,0,1,0,0,37.70624458,126.6204719
안산시,2012   ,2012-10-30 09시,주간,화요일,차대차,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로,승합차,대형,승용차,중형,1,3,9,0,5,37.30247073,126.87903148
안성시,2012   ,2012-10-30 05시,야간,화요일,차대차,기타,보행자 보호의무 위반,단일로,횡단보도상,승용차,대형,승용차,소형,1,0,1,0,0,37.00298599,127.26229776
용인시,2012   ,2012-10-30 03시,야간,화요일,차대차,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,대형,화물차,대형,1,0,1,0,0,37.11887156,127.10849891
안성시,2012   ,2012-10-29 19시,야간,월요일,차대차,주정차중 추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,건설기계,건설기계,1,0,1,0,0,37.08836325,127.25904962
평택시,2012   ,2012-10-29 18시,야간,월요일,차대차,진행중 추돌,안전거리 미확보,단일로,기타단일로,승용차,중형,건설기계,건설기계,1,0,2,0,1,37.00632213,126.96589296
안성시,2012   ,2012-10-29 17시,주간,월요일,차대사람,기타,안전운전 의무 불이행,기타/불명,기타/불명,화물차,중형,보행자,보행자,1,1,2,0,0,37.08117288,127.437681
안양시,2012   ,2012-10-29 07시,주간,월요일,차량단독,기타,기타(운전자법규위반),단일로,기타단일로,승합차,중형,없음,없음,1,0,1,0,0,37.39475503,126.92383372
화성시,2012   ,2012-10-28 19시,야간,일요일,차량단독,기타,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,원동기장치자전거,없음,없음,1,0,1,0,0,37.19565224,127.07404012
남양주시,2012   ,2012-10-28 14시,주간,일요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,보행자,보행자,1,0,2,0,1,37.65978596,127.30240682
안성시,2012   ,2012-10-28 03시,야간,일요일,차량단독,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,없음,없음,1,0,2,0,1,36.92798295,127.2609364
남양주시,2012   ,2012-10-28 00시,야간,일요일,차대사람,횡단중,안전운전 의무 불이행,단일로,횡단보도상,승용차,중형,보행자,보행자,1,0,1,0,0,37.5962959,127.19657852
여주시,2012   ,2012-10-27 11시,주간,토요일,차량단독,전도전복,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,없음,없음,1,0,1,0,0,37.22497075,127.60776292
화성시,2012   ,2012-10-27 04시,야간,토요일,차량단독,공작물충돌,안전운전 의무 불이행,교차로,교차로부근,이륜차,소형,없음,없음,1,0,1,0,0,37.21789883,126.95328036
남양주시,2012   ,2012-10-27 01시,야간,토요일,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,화물차,대형,1,0,1,0,0,37.6322988,127.19780355
광명시,2012   ,2012-10-26 19시,야간,금요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,보행자,보행자,1,0,1,0,0,37.48276521,126.86763422
용인시,2012   ,2012-10-26 18시,야간,금요일,차대사람,횡단중,신호위반,교차로,교차로내,승용차,중형,보행자,보행자,1,0,1,0,0,37.24184934,127.10262098
평택시,2012   ,2012-10-26 00시,야간,금요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,대형,없음,없음,1,0,1,0,0,37.01525435,127.07245241
부천시,2012   ,2012-10-25 21시,야간,목요일,차대차,측면충돌,안전운전 의무 불이행,교차로,교차로부근,승용차,중형,자전거,자전거,1,1,2,0,0,37.49182684,126.75956177
안성시,2012   ,2012-10-25 06시,주간,목요일,차대차,기타,중앙선 침범,단일로,기타단일로,화물차,소형,화물차,중형,1,1,2,0,0,37.03484556,127.43287267
성남시,2012   ,2012-10-25 05시,야간,목요일,차대사람,횡단중,보행자 보호의무 위반,교차로,교차로부근,승용차,소형,보행자,보행자,1,0,1,0,0,37.44290788,127.15892082
화성시,2012   ,2012-10-25 03시,야간,목요일,차대차,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,중형,화물차,대형,1,1,2,0,0,37.14752414,126.89179769
이천시,2012   ,2012-10-24 07시,주간,수요일,차대차,측면충돌,신호위반,교차로,교차로내,승용차,소형,승용차,경형,1,1,2,0,0,37.2890733,127.45322553
군포시,2012   ,2012-10-23 19시,야간,화요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,중형,보행자,보행자,1,0,1,0,0,37.35722824,126.95956591
김포시,2012   ,2012-10-23 19시,야간,화요일,차대차,기타,교차로 통행방법 위반,교차로,교차로내,원동기장치자전거,원동기장치자전거,화물차,소형,1,1,2,0,0,37.61209977,126.5741995
화성시,2012   ,2012-10-23 16시,주간,화요일,차대사람,기타,신호위반,단일로,횡단보도상,승합차,대형,보행자,보행자,1,0,1,0,0,37.15388954,126.79448103
시흥시,2012   ,2012-10-23 05시,야간,화요일,차대차,기타,안전운전 의무 불이행,교차로,교차로내,화물차,중형,승용차,경형,1,0,1,0,0,37.35751861,126.76007024
이천시,2012   ,2012-10-22 23시,야간,월요일,차대사람,기타,안전운전 의무 불이행,교차로,교차로내,특수차,대형,보행자,보행자,1,0,1,0,0,37.25303496,127.48880248
과천시,2012   ,2012-10-22 10시,주간,월요일,차대사람,기타,기타(운전자법규위반),교차로,교차로부근,승용차,경형,보행자,보행자,1,0,2,0,1,37.42874283,126.99202201
남양주시,2012   ,2012-10-22 09시,주간,월요일,차량단독,공작물충돌,안전거리 미확보,단일로,기타단일로,승용차,소형,없음,없음,1,0,1,0,0,37.66337678,127.36185495
양주시,2012   ,2012-10-21 04시,야간,일요일,차량단독,공작물충돌,안전운전 의무 불이행,교차로,교차로부근,승용차,소형,없음,없음,1,4,5,0,0,37.80435841,127.04037416
안산시,2012   ,2012-10-20 00시,야간,토요일,차대차,정면충돌,중앙선 침범,단일로,기타단일로,이륜차,소형,승용차,중형,1,3,4,0,0,37.32071755,126.85761785
고양시,2012   ,2012-10-19 14시,주간,금요일,차대사람,횡단중,보행자 보호의무 위반,교차로,교차로내,승용차,중형,보행자,보행자,1,0,2,0,1,37.67230504,126.75875862
성남시,2012   ,2012-10-19 14시,주간,금요일,차대사람,기타,안전운전 의무 불이행,교차로,교차로내,원동기장치자전거,원동기장치자전거,보행자,보행자,1,0,2,1,0,37.44400066,127.12680968
김포시,2012   ,2012-10-19 06시,주간,금요일,차대차,측면충돌,신호위반,교차로,교차로내,원동기장치자전거,원동기장치자전거,승용차,소형,1,0,1,0,0,37.68776906,126.60270237
남양주시,2012   ,2012-10-18 21시,야간,목요일,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,건설기계,건설기계,승용차,중형,1,0,1,0,0,37.61601677,127.16950797
화성시,2012   ,2012-10-18 20시,야간,목요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,없음,없음,1,0,1,0,0,37.16743351,126.87397693
파주시,2012   ,2012-10-18 17시,주간,목요일,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,화물차,대형,1,0,2,0,1,37.83165925,126.72011016
양평군,2012   ,2012-10-18 16시,주간,목요일,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,승용차,중형,2,0,3,0,1,37.52276699,127.66536284
안산시,2012   ,2012-10-18 15시,주간,목요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로내,승합차,대형,보행자,보행자,1,0,1,0,0,37.31335422,126.86279274
안산시,2012   ,2012-10-17 22시,야간,수요일,차량단독,기타,안전운전 의무 불이행,단일로,터널안,승용차,중형,없음,없음,1,0,1,0,0,37.33134661,126.87649114
양주시,2012   ,2012-10-17 22시,야간,수요일,차량단독,도로이탈 추락,안전운전 의무 불이행,단일로,교량위,화물차,소형,없음,없음,1,0,1,0,0,37.85694434,126.94688945
김포시,2012   ,2012-10-17 17시,주간,수요일,차대사람,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,대형,보행자,보행자,1,0,1,0,0,37.59081756,126.78679765
성남시,2012   ,2012-10-17 06시,주간,수요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1,0,1,0,0,37.37832336,127.13740262
성남시,2012   ,2012-10-16 22시,야간,화요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로내,승용차,중형,보행자,보행자,1,0,1,0,0,37.42989334,127.12940026
동두천시,2012   ,2012-10-16 14시,주간,화요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로부근,건설기계,건설기계,보행자,보행자,1,0,1,0,0,37.94751198,127.06157563
화성시,2012   ,2012-10-16 02시,야간,화요일,차대차,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,특수차,대형,1,0,1,0,0,37.28902129,126.90162636
